S#No,question,audio_notes,photo_thumbnail,video_thumbnail,is_multiple_choice_question,multiple_choice_options,is_sub1_question,sub1_question,sub1_audio_notes,is_sub1_multiple_choice_question,sub1_multiple_choice_options,is_sub2_question,sub2_question,sub2_audio_notes,is_sub2_multiple_choice_question,sub2_multiple_choice_options,upload_photo,upload_video,upload_audio
7.0,Please take Rear Right Side Fender Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q7.mp3,Yes,No,No,,Yes,Number of dent on Rear Right Side Fender?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q7_SQ1.mp3,Yes,"1-2 ,3-4 , 4+, No Dents",Yes,Number of Scratches on Rear Right Side Fender?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q7_SQ2.mp3,Yes,"1-2 ,3-4 , 4+, No Scratch",Yes,No,Yes
120.0,Please take Rear Windsheild Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q120.mp3,Yes,,,,Yes,How is the Rear Windsheild Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q120_SQ1.mp3,Yes,"Good,Crack,Dents , Scartches ",No,,,No,,Yes,No,Yes
124.0,Please take Rear Photo of the Vehicle ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q124.mp3,Yes,No,No,,Yes,Number Of Dent On Rear side of the Vehicle?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q124_SQ1.mp3,Yes,"1-2 ,3-4 , 4+, No Dents",Yes,Number of Scratches on Rear side of the Vehicle,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q124_SQ2.mp3,Yes,"1-2 ,3-4 , 4+, No Scratch",Yes,No,Yes
9.0,Please take Rear Bumper Photo of the Vehicle ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q9.mp3,Yes,No,No,,Yes,Number Of Dent On Rear Bumper?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q9_SQ1.mp3,Yes,"1-2 ,3-4 , 4+, No Dents",Yes,Number of Scratches on Rear Bumper?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q9_SQ2.mp3,Yes,"1-2 ,3-4 , 4+, No Scratch",Yes,No,Yes
10.0,Please take Rear Left Side Fender Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q10.mp3,Yes,No,No,,Yes,Number of dent on Rear Left Side Fender?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q10_SQ1.mp3,Yes,"1-2 ,3-4 , 4+, No Dents",Yes,Number of Scratch on Rear Left Side Fender?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q10_SQ2.mp3,Yes,"1-2 ,3-4 , 4+, No Scratch",Yes,No,Yes
11.0,Please take Rear Left Side Door Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q11.mp3,Yes,No,No,,Yes,Number of dent on Rear Left Side Door?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q11_SQ1.mp3,Yes,"1-2 ,3-4 , 4+, No Dents",Yes,Number of Scratch on Rear Left Side Door?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q11_SQ2.mp3,Yes,"1-2 ,3-4 , 4+, No Scratch",Yes,No,Yes
13.0,Please Click Passenger Side Door Photo.,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q13.mp3,Yes,No,No,,Yes,Number of Dent on Passenger Side Door,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q13_SQ1.mp3,Yes,"1-2 ,3-4 , 4+, No Dents",Yes,Number of Scratch on Passenger Side Door,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q13_SQ2.mp3,Yes,"1-2 ,3-4 , 4+, No Scratch",Yes,No,Yes
14.0,Please take Front Left Side Fender Photo.,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q14.mp3,Yes,No,No,,Yes,Number of dent on Front Left Side Fender .,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q14_SQ1.mp3,Yes,"1-2 ,3-4 , 4+, No Dents",Yes,Number of Scratch on Front Left Side Fender,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q14_SQ2.mp3,Yes,"1-2 ,3-4 , 4+, No Scratch",Yes,No,Yes
,Headlights and Indictaor Inspection,,,,,,,,,,,,,,,,,,
15.0,Please take Left Headlight Photo  ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q15.mp3,Yes,No,No,,Yes,Left Headlight Bulb / LED Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q15_SQ1.mp3,Yes,"Working , Not Working  ",Yes,Left Headlight Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q15_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
16.0,Please take Front Indicator Left Side Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q16.mp3,Yes,No,No,,Yes,Front Indicator Bulb / LED Left Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q16_SQ1.mp3,Yes,"Working , Not Working ",Yes,Front Indicator Left Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q16_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
17.0,Please take Fog Light Left Side Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q17.mp3,Yes,No,No,,Yes,Fog Light Bulb / LED  Left Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q17_SQ1.mp3,Yes,"Working , Not Working , Not  Applicable ",Yes,Fog Light Left Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q17_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
18.0,Please take Right Headlight Photo  ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q18.mp3,Yes,No,No,,Yes,Right Headlight Bulb / LED Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q18_SQ1.mp3,Yes,"Working , Not Working",Yes,Right Headlight Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q18_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
19.0,Please take Front Indicator Right Side Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q19.mp3,Yes,No,No,,Yes,Front Indicator Bulb / LED  Right Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q19_SQ1.mp3,Yes,"Working , Not Working",Yes,Front Indicator Right Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q19_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
20.0,Please take Fog Light Right Side Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q20.mp3,Yes,No,No,,Yes,Fog Light Bulb / LED Right Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q20_SQ1.mp3,Yes,"Working , Not Working , Not  Applicable ",Yes,Fog Light Right Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q20_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
24.0,Please take Brake Lights Right Side Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q24.mp3,Yes,No,No,,Yes,Brake Lights Bulb / LED Right Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q24_SQ1.mp3,Yes,"Working , Not Working",Yes,Brake Lights Right Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q24_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
21.0,Please take Rear Indicator Right side Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q21.mp3,Yes,No,No,,Yes,Rear Indicator Bulb / LED Right side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q21_SQ1.mp3,Yes,"Working , Not Working",Yes,Rear Indicator Right side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q21_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
122.0,Please take Rear Tail Light Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q122.mp3,Yes,No,No,,Yes,How is the Rear Tail light Bulb / LED Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q122_SQ1.mp3,Yes,"Working , Not Working , Not  Applicable ",Yes,How is the Rear Tail light Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q122_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
23.0,Please take Brake Lights Left Side Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q23.mp3,Yes,No,No,,Yes,Brake Lights Left Side Bulb / LED Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q23_SQ1.mp3,Yes,"Working , Not Working",Yes,Brake Lights Left Side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q23_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
22.0,Please take Rear Indicator Left side Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q22.mp3,Yes,No,No,,Yes,Rear Indicator Left side Bulb / LED Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q22_SQ1.mp3,Yes,"Working , Not Working",Yes,Rear Indicator Left side Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q22_SQ2.mp3,Yes,"Good , Crack , Damage",No,No,Yes
,Interior Inspection,,,,,,,,,,,,,,,,,,
25.0,Please take Driver Side seat Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q25.mp3,Yes,No,No,,Yes,Driver Side Seat Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q25_SQ1.mp3,Yes,"Good ,Stained, Crack , Damage",No,,,No,,Yes,No,Yes
26.0,Please take Passenger Side seat Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q26.mp3,Yes,No,No,,Yes,Passenger Side Seat Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q26_SQ1.mp3,Yes,"Good ,Stained, Crack , Damage",No,,,No,,Yes,No,Yes
27.0,Please take Rear seat Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q27.mp3,Yes,No,No,,Yes,Rear Seats Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q27_SQ1.mp3,Yes,"Good ,Stained, Crack , Damage",No,,,No,,Yes,No,Yes
28.0,How is the Seat Belts Condition?  ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q28.mp3,No,No,Yes,"Working , Not Working , Not Applicable",No,,,No,,No,,,No,,No,No,No
29.0,Please take interior Roof Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q29.mp3,Yes,No,No,,Yes,Interior Roof Condition,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q29_SQ1.mp3,Yes,"Good ,Stained, Crack , Damage",No,,,No,,Yes,No,Yes
30.0,Please take full dashboard photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q30.mp3,Yes,No,No,,Yes,Dashboard Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q30_SQ1.mp3,Yes,"Good ,Stained, Crack , Damage",No,,,No,,Yes,No,Yes
31.0,Please take ODOmeter Photo With Warning lights,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q31.mp3,Yes,No,No,,Yes,Is there any warning light showing on the car's dashboard?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q31_SQ1.mp3,Yes,"Yes , No ,Not Applicable",No,,,No,,Yes,No,Yes
44.0,Is Airbags Available? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q44.mp3,No,No,Yes,"Yes,No",Yes,Number Of Airbags,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q44_SQ1.mp3,Yes,"0,2,4,6",No,,,No,,Yes,No,Yes
,"Infotainment , Electrical Sytem and Accessories Check",,,,,,,,,,,,,,,,,,
36.0,Please take photo of Infotainment System,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q36.mp3,Yes,No,No,,Yes,Is Infotainment System Working Properly?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q36_SQ1.mp3,Yes,"Working, Not Working, Not Applicable ",No,,,No,,Yes,No,Yes
37.0,Is the steering wheel controls working properly?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q37.mp3,No,No,Yes,"Working ,Not Working, Not Applicable",No,,,No,,No,,,No,,No,No,Yes
38.0,Is Horn Working Properly? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q38.mp3,No,No,Yes,"Working ,Not Working, Not Applicable",No,,,No,,No,,,No,,No,No,Yes
39.0,Is Sound System Working Properly?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q39.mp3,No,No,Yes,"Working ,Not Working, Not Applicable",No,,,No,,No,,,No,,No,No,Yes
40.0,Is Side Electronic Mirror is working?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q40.mp3,No,No,Yes,"Working ,Not Working, Not Applicable",No,,,No,,No,,,No,,No,No,Yes
52.0,What is the condition of the window regulators? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q52.mp3,No,No,Yes,"Working ,Not Working , Not Applicable",No,,,No,,No,,,No,,No,No,Yes
53.0,Are the door locks manual or automatic?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q53.mp3,No,No,Yes,"Manual , Automatic",Yes,Are the door locks functioning properly? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q53_SQ1.mp3,Yes,"Working ,Not Working , Not Applicable",No,,,No,,No,No,Yes
32.0,Is Speedometer Working Properly? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q32.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
33.0,Is Fuel Gauge Working Properly?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q33.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
34.0,Is Bluetooth Working Properly? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q34.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
35.0,Is USB Port Working Properly?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q35.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
,Air Condition System Check,,,,,,,,,,,,,,,,,,
45.0,Please take a photo of the front AC vents on the driver’s side,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q45.mp3,Yes,No,No,,Yes,Front AC Vents Working Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q45_SQ1.mp3,Yes,"Working , Not Working , Not Applicable",Yes,Ac Vents Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q45_SQ2.mp3,Yes,"Good , Damaged ,Not Available ",No,No,Yes
46.0,Please take a photo of the front AC vents on the passenger’s side,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q46.mp3,Yes,No,No,,Yes,Front AC Vents Passenger Side Working Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q46_SQ1.mp3,Yes,"Working , Not Working , Not Applicable",Yes,Ac Vents Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q46_SQ2.mp3,Yes,"Good , Damaged ,Not Available ",No,No,Yes
47.0,Please take a photo of the front middle AC vents,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q47.mp3,Yes,No,No,,Yes,Front AC Vents Middle Working Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q47_SQ1.mp3,Yes,"Working , Not Working , Not Applicable",Yes,Ac Vents Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q47_SQ2.mp3,Yes,"Good , Damaged ,Not Available ",No,No,Yes
48.0,Please Click Rear AC Vents Photo ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q48.mp3,Yes,No,No,,Yes,Rear AC Vents Working Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q48_SQ1.mp3,Yes,"Working , Not Working , Not Applicable",Yes,Ac Vents Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q48_SQ2.mp3,Yes,"Good , Damaged ,Not Available ",No,No,Yes
49.0,Is Air Conditioning Working Properly?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q49.mp3,No,No,Yes,"Yes,No",Yes,AC Cooling Condition,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q49_SQ1.mp3,Yes,"Normal , No Cooling, Excellent",No,,,No,,No,No,Yes
50.0,Is Blower Fan Working Properly? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q50.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
,Engine Health and Diagnosis,,,,,,,,,,,,,,,,,,
54.0,Please Open the Bonnet and take Engine Top Side Photo ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q54.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
56.0,Please take Engine Left Side view photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q56.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
57.0,Please take Engine Right Side View Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q57.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
59.0,Please take Video with Engine Start for 30 Sec,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q59.mp3,No,Yes,No,,No,,,No,,No,,,No,,No,Yes,Yes
60.0,Does the engine start with a single crank? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q60.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
62.0,Are there any sounds inside the Engine?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q62.mp3,No,No,Yes,"Knocking, Crackling, Humming, Metallic, Normal",No,,,No,,No,,,No,,No,No,Yes
63.0,Does the engine have back compression?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q63.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
64.0,Does the engine have any misfires? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q64.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
65.0,Is there any sound coming from Timing belt? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q65.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
66.0,Is there any noise coming from the Timing Case?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q66.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
67.0,Is there any sound coming from the Multi V Belt? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q67.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
68.0,Is there any sound from Alternator Belt? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q68.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
69.0,Is there Clicking Sound in the Fuel Injector? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q69.mp3,No,No,Yes,"Yes,No , Not Applicable ",No,,,No,,No,,,No,,No,No,Yes
72.0,Is Coolant fan working? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q72.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
73.0,Please take Coolant Level Photo,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q73.mp3,Yes,No,No,,Yes,Is there any Coolant Leakage?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q73_SQ1.mp3,Yes,"Minor ,Major, No Leakage",Yes,Is Oil mixed with Coolant?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q73_SQ2.mp3,Yes,"Yes, No",Yes,No,Yes
74.0,Please take Engine Oil dipstick Photo.,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q74.mp3,Yes,No,No,,Yes,Engine Oil Condition?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q74_SQ1.mp3,Yes,"Good, Bad ,Average",No,,,No,,Yes,No,Yes
75.0,Please check if there is any engine oil leakage,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q75.mp3,No,No,Yes,"Yes,No",Yes,Leakage Type? ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Telugu/Q75_SQ1.mp3,Yes,"Minor ,Major, No Leakage",No,,,No,,No,No,Yes
